course_in,distance,sector_n,gender_n,sisben,typerh_n,maritalstatus_mother_n,maritalstatus_father_n,social_class,type_etnia_n,age_frac,age,grade_n,brother_school,score_sisben,year,natural_sciences,social_sciences,peace_chair,arts,ethic,sports,religion,spanish,english,math,technology,entrepreneurship,date_dropout,Class
9,1.3077131663,1,2,2,2,3,3,2,0,17.2805555555556,15,11,0,0,2017,3.2,3.1,3.4,3.5,3.4,4,3.7,4.3,4,3.7,3.4,3.6,,0
9,0.1950107826,1,2,1,8,1,1,2,4,18.0416666666667,16,11,0,26,2017,3,3.1,3.1,3.2,3,3.4,3.1,4.4,3.3,3.2,3.6,3.4,,0
9,0.2176328708,1,2,9,2,3,3,2,0,18.8694444444444,15,11,0,0,2017,3.6,3.8,3.7,3.3,3.6,4.1,3.7,4.4,3.8,4,3.8,3.5,,0
9,0.8707034011,1,2,9,2,1,3,1,0,21.5055555555556,15,11,0,0,2017,3.7,4.3,3.8,4.1,4.2,4.9,4,4.6,4,4.1,4.3,4.6,,0
9,1.2344582250,1,1,2,8,2,2,2,0,17.5750000000000,15,11,2,47,2017,3.6,4.2,4.3,4.3,3.9,5,4.2,4.1,4.4,4.1,4.1,4.3,,0
9,0.1252603534,1,1,2,8,3,3,2,0,21.6833333333333,16,11,1,0,2017,3.4,4.1,3.7,3.9,3.7,4.4,4.3,4,3.9,4,4.1,4.1,,0
9,0.8159651753,1,2,9,8,1,1,1,0,15.9055555555556,15,11,0,0,2017,3.1,3.9,3.1,4,3.5,4.1,3.1,3.9,3.4,3.7,3.2,3,,0
9,0.2284189829,1,2,9,8,2,2,2,0,19.3027777777778,15,11,0,0,2017,3,3,3,3.1,2.5,4.2,3.2,3.5,3.1,3.1,3.3,3.1,,0
9,1.5643012180,1,1,9,2,1,6,2,0,19.1583333333333,13,11,0,0,2017,4.2,3.9,4.2,4,4.6,4.6,3.5,4.3,4.7,4.3,3.9,4.4,,0
9,0.3701130973,1,1,9,8,1,6,2,0,20.4694444444444,17,11,0,0,2017,3.1,3.2,3.3,3.2,3.1,4.2,3,4,3,3.4,3.1,3,,0
9,0.3801419990,1,1,9,8,4,4,2,0,12.0555555555556,14,11,0,0,2017,3,3.7,3.4,3,3,4.5,3.5,3.7,3.7,3.5,3.2,3.3,,0
9,0.0866305792,3,1,2,8,3,3,2,0,14.4805555555556,15,11,1,30.06,2017,3,3,3,3,3,3.8,3.7,3.7,3.6,3.3,3.2,3.2,,0
9,0.4734635563,3,2,9,8,2,2,2,0,12.5305555555556,15,11,0,0,2017,3,2.9,2.9,3.3,3.5,3.7,3.5,4.2,3.8,2.8,3.1,3.3,,0
9,0.8893698634,1,1,2,6,2,3,2,0,13.3527777777778,15,11,0,0,2017,3.3,3,3.5,3.2,2.9,4.1,3.6,4.3,3.9,3.6,3.3,3.6,,0
9,0.4049716599,1,1,2,2,2,2,2,0,12.3000000000000,15,11,1,0,2017,3.2,2.9,3.2,3,3.2,3.3,3.1,4.2,3.5,2.8,3.2,3.1,,0
9,0.1230003205,1,1,9,8,2,2,2,0,13.3555555555556,14,11,0,0,2017,3.7,3.8,4.1,3.7,4.1,4,3.4,4.3,3.4,3.7,3.7,3.9,,0
9,0.6744296648,1,2,1,8,2,6,1,0,12.7527777777778,15,11,0,0,2017,3,3.4,3.7,3.5,4,4.1,3.4,4.2,3.9,3.7,3.4,3.6,,0
9,0.5250008416,1,1,1,6,1,2,1,4,12.7527777777778,16,11,1,0,2017,3.1,3.3,3.4,3.4,3.5,3.9,3.7,4.6,4.2,3.6,3.4,3.4,,0
9,1.2197329773,1,1,2,2,3,4,2,0,13.6138888888889,15,11,0,45.6,2017,3.3,3.5,3.9,3.7,4.4,4.1,3.9,4.5,4.4,3.9,4,3.8,,0
9,0.0730837797,1,1,2,8,1,1,2,0,14.6416666666667,16,11,0,55,2017,3,3.1,3,2.9,3.7,4.4,3.4,3.8,4,3.4,3,2.9,,0
9,0.2184341967,1,1,2,2,3,6,2,0,12.3750000000000,16,11,0,0,2017,3.4,3.2,3,3.2,4,4.4,3.6,3.9,4.4,3.7,3.7,3.3,,0
9,1.4763386632,1,2,1,2,6,6,1,0,14.2805555555556,16,11,0,0,2017,3.1,3.3,3.2,3.4,4,4.1,3.6,3.7,3.8,3.6,3.5,3.4,,0
10,1.0784133764,1,2,9,8,2,2,2,0,13.0972222222222,17,11,1,0,2017,3.5,3.6,3.3,3.5,2.8,3.6,3.6,3.9,3.6,3.6,3.5,3,,0
10,0.2926037564,1,1,9,2,2,2,2,0,12.4583333333333,16,11,1,29.57,2017,3.5,3.6,3.8,3.7,3.7,4.2,3.7,4.2,4.2,3.7,3.5,3.2,,0
10,0.1006542962,1,1,9,2,2,2,2,0,13.7027777777778,16,11,0,0,2017,3.5,3.6,3.9,3.6,4,4.4,3.8,3.9,4,3.7,3.7,3.6,,0
10,0.6837009346,3,2,9,2,1,1,1,0,14.0694444444444,16,11,1,0,2017,3.5,3.5,3.4,3.7,3.4,4.3,3.9,4,3.7,3.7,3.5,3.5,,0
10,1.7933435123,1,1,9,8,3,6,1,0,13.3444444444444,16,11,0,0,2017,3.5,3.6,3.6,3.4,4.1,4.2,3.7,3.9,3.7,3.6,3.5,3.1,,0
10,0.3021290465,1,2,9,8,2,2,2,0,14.7916666666667,16,11,0,0,2017,3.6,3.4,3.7,3.2,3.7,4.3,3.7,4.3,3.6,3.5,3.6,3.1,,0
10,0.0553653509,3,1,9,7,2,2,2,4,13.8388888888889,15,11,0,0,2017,3.7,3.6,3.9,4.4,5,4.8,4.4,4.2,4.3,3.9,4,3.8,,0
10,1.4861071147,3,2,9,8,2,2,3,1,13.9333333333333,18,11,0,0,2017,3.5,3.6,3.5,3.2,3.4,3.4,3.6,3.9,3,3.6,3.6,3,,0
10,0.7813745541,1,2,9,8,3,3,2,0,16.7138888888889,16,10,0,0,2017,3.5,3.6,3.4,3.5,4.7,4,3.7,4.3,3.8,3.6,3.5,3.2,,0
10,0.7663739356,1,1,9,8,3,3,2,0,13.5166666666667,15,11,0,0,2017,3.6,3.5,3.4,3.8,4.4,4.3,4.2,4.1,3.8,3.8,3.4,3.3,,0
10,1.4581901255,3,2,9,8,2,2,1,0,15.6944444444444,15,11,0,0,2017,3.5,3.6,3.7,3.7,4.3,4.4,3.8,4,3.7,3.7,3.8,3.5,,0
10,1.2344582250,1,1,9,2,2,2,2,0,15.9222222222222,16,11,2,0,2017,3.4,3.6,3.6,3.6,4.3,3.4,4,3.8,4,3.3,3.6,3.1,,0
10,0.4343707059,1,2,2,2,2,2,2,0,13.4222222222222,16,11,3,40.81,2017,3.6,3.1,3.7,3.4,3.2,3.7,3.5,4.4,3.6,3.7,3.6,3.1,,0
10,0.9255552794,1,1,1,8,3,3,3,0,13.6111111111111,17,11,0,55.21,2017,3.6,3.2,3,3.4,4.7,3.9,4.4,3.7,4.3,3.4,3.3,3,,0
10,0.1890786316,3,1,2,8,3,3,2,0,15.1694444444444,16,11,1,30.06,2017,3.2,3.3,3.2,3.5,3.3,3.8,4.1,4.1,4.1,3.2,3.1,3.1,,0
10,1.2074818850,1,2,2,2,1,1,2,0,13.3555555555556,16,11,2,51.72,2017,3,3.1,3.5,3.3,3.6,4,3.4,4.2,3.9,3,3,3.4,,0
10,0.9919865704,1,2,9,8,4,4,1,0,14.3000000000000,17,11,2,51.72,2017,3.1,3.1,3.8,3.4,3.9,3.8,3.6,4.3,4,3.4,3.3,3.8,,0
10,0.5877758493,1,2,2,2,2,2,3,0,13.7472222222222,18,10,0,42.94,2017,3.1,3.7,3.3,3.7,3.4,3.6,3.6,3.4,3.2,3,3.1,3.1,,0
10,0.3683429860,1,1,1,2,1,2,2,0,15.5972222222222,15,11,0,0,2017,3.7,4.1,3.6,4.1,4.7,4.4,4.5,4.4,4.3,3.8,3.4,3.7,,0
10,0.7541516547,1,1,3,6,6,6,2,0,13.5277777777778,16,11,0,34.46,2017,3.2,3.7,3.4,3.1,4.4,3.7,3.8,3.9,3.5,3.3,3.4,3.1,,0
10,0.3655811272,1,2,9,8,2,2,2,0,15.0416666666667,16,11,0,0,2017,3.3,3.2,3.3,3.7,3.5,3.6,3.7,4.2,4.1,3.3,3.3,3.2,,0
10,0.6756095612,1,1,1,8,1,3,1,0,13.3361111111111,18,11,0,0,2017,3.4,4.2,3.4,3.2,4,4,4,4.2,4.1,3.7,3.8,3.1,,0
10,0.4049716599,1,1,2,8,3,3,2,4,15.7083333333333,17,11,1,0,2017,4.3,4.3,4.1,4.3,3,4.6,4.9,4.4,4.5,3.9,3.6,4.2,,0
10,0.0510853357,1,2,2,8,1,1,2,4,13.9138888888889,17,11,2,37.03,2017,3.2,3.3,3.6,3.7,3.3,4,4,4.1,4.1,3.5,3.3,3.2,,0
10,0.4289961200,1,1,9,8,3,3,3,0,14.4611111111111,17,11,0,0,2017,3.5,4.4,3.5,3.5,4,4,3.4,4.2,4.1,3.6,4,3.5,,0
10,0.2589655527,1,1,2,8,1,6,4,0,14.1416666666667,16,11,0,55.5,2017,3.3,3.1,3.3,3.4,3.3,4,3.7,4,4,3.5,3.6,3.1,,0
10,0.4641983303,1,1,9,8,1,1,2,0,13.3750000000000,18,11,0,0,2017,3.4,2.9,3.5,3.1,3.5,3.7,3.5,4.1,3.9,3.7,3.6,3.2,,0
10,0.1912050402,3,2,9,2,2,2,2,0,14.4583333333333,16,11,1,0,2017,3.2,3.2,3.3,3.3,3.2,4,3.7,4.4,4.1,3.7,3.8,3.3,,0
10,0.2561407120,1,2,1,2,3,3,2,0,15.0861111111111,16,11,1,54.96,2017,3,3.1,3.6,3.3,3.2,3.8,3.6,4.4,4.1,3.6,3.6,3,,0
10,3.6190294676,1,1,1,2,2,2,1,0,13.1111111111111,15,11,0,39.32,2017,3.1,3.6,3.5,3.7,3.8,3.9,4,4.2,4.5,3.8,3.8,3.5,,0
10,0.2653294331,3,2,2,8,2,2,2,0,14.8722222222222,17,11,0,52.88,2017,3.3,3.5,3.5,3.6,3.8,3.7,4,4.6,4.3,3.7,3.9,3.6,,0
10,1.3876420654,1,1,1,8,6,4,1,0,16.3500000000000,18,11,0,20.11,2017,3.3,3.5,3.6,3.4,3.7,3.5,3.5,4.2,3.9,3.8,3.5,3.3,,0
10,1.0409777727,1,1,9,2,1,1,1,4,13.3527777777778,17,11,0,39.35,2017,3.5,3.3,3.6,3.5,3.5,3.6,4,4,4,3.8,3.8,3.6,,0
10,0.3244277097,1,1,9,2,2,2,2,0,15.2527777777778,16,11,0,0,2017,3,3,3.1,3.6,2.7,3.6,3.6,4.2,4.1,3.5,3.5,3.1,,0
10,0.1805647655,3,1,9,2,3,5,2,4,13.2250000000000,16,11,1,0,2017,3.5,3.6,3.4,4.3,4.4,4,4.4,4.5,4.3,3.9,3.7,3.2,,0
10,1.6412632173,1,2,9,8,1,1,2,0,15.8750000000000,17,11,0,0,2017,3.5,3.1,3.2,3.8,3.2,3.9,3.6,4.6,4.4,3.8,3.7,3.2,,0
10,0.6848175078,1,1,9,7,2,2,2,0,13.2750000000000,15,11,0,0,2017,3.7,3.5,3.8,4.1,5,4.1,4.3,4.5,4.4,4,3.9,3.8,,0
10,0.2399655435,1,1,2,2,4,4,2,4,14.0694444444444,16,11,0,42.99,2017,3.5,3.6,3.8,4.3,5,4.8,4.8,4.2,4.5,3.7,3.6,3.6,,0
10,0.9017294442,1,2,1,8,2,2,2,0,16.7138888888889,16,11,0,0,2017,3.4,3.2,3.3,3.8,3.5,4.4,3.9,4.4,4.3,3.8,3.8,3.1,,0
10,1.0693380495,1,1,1,8,3,6,2,0,14.0083333333333,17,11,0,0,2017,3.6,3.3,3.4,3.8,4.2,3.8,4.2,4,4.3,3.6,3.7,3.5,,0
10,0.6103802877,1,2,9,2,2,6,2,0,15.4833333333333,18,11,0,63.8,2017,3.4,3.4,3.3,3.3,2.5,3.5,3.1,4.1,4.2,2.7,3.6,3.1,,0
10,1.2391353734,1,1,1,8,1,3,1,0,14.0527777777778,19,11,0,40.76,2017,3.3,3.4,3.4,3.9,3.7,3.5,3.8,4.3,4.2,3.7,3.6,3.2,,0
10,0.2714662852,1,2,2,2,2,2,2,0,16.6027777777778,16,11,0,0,2017,3.7,3.6,3.8,4.2,5,4.3,4.4,4.4,4.5,4.1,4.2,3.8,,0
10,0.6491505950,1,1,1,2,3,3,1,4,15.8361111111111,18,11,0,4.61,2017,3,3.3,3.3,3.5,3,3.5,3.7,3.9,4.2,3.7,3.6,3.1,,0
10,0.6545657167,1,1,1,2,3,2,1,0,15.4472222222222,16,11,1,31.21,2017,3,2.9,3.1,2.7,4,3.4,4.1,3.8,4,3.6,3.5,3,,0
10,1.0707484901,1,1,9,8,3,6,2,0,14.5555555555556,16,11,0,0,2017,4.2,3.8,3.6,4.4,5,4.5,4.4,4.2,4.5,3.9,4.2,4.1,,0
10,0.8482085358,3,2,9,8,1,1,2,0,13.8583333333333,15,11,0,0,2017,3.4,3.8,3.7,3.9,3,4.1,3.9,4.6,4.3,3.7,3.7,3.9,,0
10,0.2361801518,1,1,2,8,3,3,2,0,14.5527777777778,16,11,1,50.5,2017,3.5,3.4,3.6,3.3,4,4.3,4,4.4,4,3.4,3.6,3.1,,0
10,0.8389771542,1,1,9,8,1,6,2,4,13.6722222222222,16,11,0,0,2017,3.4,3.8,3.4,3.6,5,4.4,4.4,4.3,4.1,3.7,3.8,3.9,,0
10,0.2569272610,1,2,1,8,3,3,2,1,13.3916666666667,17,11,1,37.56,2017,3.1,3.2,3.3,3.2,3.8,4.4,3.8,4.3,3.9,3,3.6,3.2,,0
10,1.5879158139,1,1,1,2,1,6,2,0,15.7250000000000,16,11,0,16.66,2017,3.1,3.8,3.5,3.2,4.2,4.5,3.5,4,3.8,3.4,3.7,3.9,,0
10,0.3364978523,1,2,1,8,1,6,2,0,15.2027777777778,17,11,0,46.85,2017,3.5,3.1,3.2,3.2,5,4,4.3,3.9,4.1,3.6,3.6,3,,0
10,0.5199239309,3,1,1,2,3,3,2,0,14.7305555555556,16,11,0,0,2017,3.5,4,3.5,3.6,4.7,4.2,4.3,4,3.9,3.8,3.7,3.3,,0
10,0.0325688958,1,2,9,8,2,2,2,0,15.0333333333333,15,11,1,0,2017,3.6,3.5,3.3,3.2,5,3.1,4,4.5,3.6,3.3,3.6,3.3,,0
10,0.0325688958,1,1,9,5,2,2,2,0,15.7277777777778,16,11,1,0,2017,3.6,3.9,3.3,3.2,3.7,3.5,3.7,4.2,4,3.3,3.6,3.3,,0
10,0.4296568853,3,2,2,2,5,6,2,1,16.3361111111111,17,11,1,17.11,2017,3.5,3.4,3.6,3.3,3.5,4,3.6,4.5,3.7,3.5,3.6,3.1,,0
10,0.0342028045,3,1,9,8,1,1,2,0,14.8750000000000,16,11,1,0,2017,3.6,3.6,3.5,3.9,4.2,4.6,3.9,4.3,4,3.7,3.6,3.6,,0
10,2.7010978534,1,2,9,8,6,6,2,0,14.1277777777778,16,11,1,45.24,2017,3.6,3.5,3.6,3.3,4,4.2,3.8,4.3,3.3,3.6,3.9,3.8,,0
10,0.3203158878,3,1,9,2,4,4,2,0,14.8833333333333,15,11,1,25,2017,3.5,3.8,3.2,3.7,3.7,3.9,3.9,4.1,3.6,3.5,3.7,3.1,,0
10,0.4374383350,1,2,3,6,2,2,2,0,17.9833333333333,15,11,0,0,2017,3.6,3.6,3.5,3.3,3.7,4.2,3.9,4.2,3.7,3.3,3.7,4,,0
10,0.1526047044,1,2,2,1,3,3,2,0,16.2916666666667,16,11,1,48.93,2017,3.8,3.7,3.5,3.9,3.7,4.2,4,4.4,4.1,3.8,3.9,4.1,,0
10,1.2282327674,1,1,1,8,2,2,1,4,15.1055555555556,16,11,0,42.86,2017,3.5,3.5,3.1,3.3,3.7,4,3.9,3.9,3.9,3.5,3.6,3.3,,0
10,0.9900545845,1,2,2,2,3,3,2,0,15.4750000000000,16,11,3,0,2017,3.6,3.6,3.6,3.3,3.1,4.5,3.2,4.4,3.8,3.6,3.6,4,,0
11,0.5299386381,3,2,2,8,3,3,2,1,15.0388888888889,17,11,1,80,2017,3.5,3.4,3.5,3.4,3.6,3.4,4,4.7,3.7,3.5,3.5,3.8,,0
11,0.5142198437,3,2,1,8,1,1,1,0,13.9305555555556,18,11,1,1,2017,3,3.4,3.1,3.1,3.8,3.4,3.7,3.7,3.9,3.3,3.3,3.3,,0
11,0.6345820806,1,1,9,8,3,6,2,0,15.5750000000000,16,11,0,0,2017,3.1,3.3,3.2,3,5,3.2,3.7,3.2,4.1,3.5,3.3,3.4,,0
11,0.6946292496,1,1,9,8,3,3,2,0,14.1000000000000,17,11,0,0,2017,3.2,3.6,3.8,3.2,4.6,3,4.2,4.4,4.3,3.6,3.5,3.6,,0
11,0.6627505637,3,2,2,8,1,1,2,0,15.6083333333333,18,11,0,49,2017,3.5,3.7,3.6,3.5,5,3.8,4.1,4.3,4.2,3.6,3.5,3.3,,0
11,0.7764418333,3,1,3,8,2,2,2,0,15.0250000000000,17,11,0,52,2017,3.5,3.5,3.6,3.3,4.1,3.6,4.1,3.8,3.7,3.6,3.5,3.3,,0
11,0.6066036974,1,2,9,2,3,3,2,0,14.5666666666667,17,11,0,0,2017,3.7,3.6,3.6,3.6,3.7,3.5,4,3.9,3.9,3.7,3.5,3.5,,0
11,0.0920933558,1,1,2,8,3,3,2,0,15.6444444444444,17,11,0,0,2017,3.5,3.5,3.6,3.8,3.8,3.5,4,4.2,4,3.5,3.5,3.2,,0
11,0.6274254237,3,2,2,8,1,6,2,0,16.5944444444444,19,11,0,0,2017,3.3,3,3,3.4,4,3.3,4,4.2,3.6,3.2,3.4,3.1,,0
11,1.4846094360,1,1,1,8,4,2,1,0,15.8444444444444,17,11,0,0,2017,3.5,3.8,3.6,3.6,4.2,3.3,4.1,4.3,4,3.5,3.5,3.4,,0
11,0.4427999276,1,1,9,8,1,2,2,3,17.1888888888889,17,11,0,0,2017,3.6,3.7,3.6,3.9,4.1,4.1,4.4,4.2,4.2,3.9,3.3,3.6,,0
11,0.1581526898,3,2,2,8,3,3,2,0,17.1833333333333,17,11,0,33,2017,3.5,3.9,3.6,3.3,4.3,3.1,3.8,4.3,3.8,3.5,3.5,3.6,,0
11,0.6752132435,1,1,2,2,2,2,2,0,14.2750000000000,17,11,0,48,2017,3.4,3.8,3.5,3.4,5,3.3,4.2,4.4,4.3,3.7,3.5,3.5,,0
11,0.6550345483,1,1,2,6,5,5,2,0,16.9777777777778,18,11,0,34,2017,3.6,3.6,3.6,3.8,4.2,4.2,3.6,4.2,4.4,3.7,3.5,3.4,,0
11,0.4296568853,3,2,2,2,5,6,2,1,15.1416666666667,18,11,1,17.11,2017,3.5,3.3,3.7,3.4,3.7,3.8,4.1,4.6,3.8,3.6,3.5,3.4,,0
11,0.2916741611,3,2,2,4,3,3,2,0,16.0888888888889,17,11,0,49,2017,3.5,3.8,3.6,3.2,5,4.1,4,4.5,3.7,3.6,3.5,3.7,,0
11,0.2533287902,3,2,9,8,1,6,1,0,15.0250000000000,17,11,0,20.49,2017,3.2,3.3,3.2,3.4,4.2,3.9,3.6,4.3,3.8,3.3,3.1,3.3,,0
11,0.0116878423,1,2,2,8,1,3,2,0,14.1444444444444,18,11,0,0,2017,3.6,3.4,3.6,3.5,4.2,3.2,3.9,4.3,4,3.6,3.6,3.2,,0
11,4.6701508983,1,1,2,7,3,3,2,0,14.4861111111111,17,11,1,0,2017,3.5,3.4,3.6,3.3,3.9,3.8,4,4.1,4.3,3.7,3.5,3.2,,0
11,0.3458257057,1,2,9,8,3,3,2,0,16.3750000000000,16,11,1,0,2017,3.1,3.3,3.6,3.2,4.9,3.8,4.1,4.3,4.2,3.7,3.7,3.5,,0
11,0.8449691496,1,1,9,8,3,3,1,0,15.0416666666667,16,11,1,0,2017,3.6,3.7,3.6,3.7,4,3.9,4.3,4.2,4.2,3.5,3.6,3.2,,0
11,4.5370838939,1,1,9,8,6,6,2,0,16.2444444444444,18,11,0,0,2017,3.1,3.8,3.6,3.4,4.4,4.2,4.2,4.4,4.2,3.7,3.4,3.9,,0
11,0.9900545845,1,2,9,8,3,3,2,0,15.2611111111111,20,11,3,0,2017,3.1,3.4,3,3.5,4.4,3.2,3.8,4.3,4,3.4,3.4,3.5,,0
11,0.3070697145,1,1,9,2,2,2,2,0,14.7305555555556,16,11,0,66,2017,3,3.5,3.5,3.4,4.4,3.2,4.1,4.1,3.9,3.5,3.1,3.5,,0
11,0.5996620093,3,2,9,6,1,1,2,0,14.2083333333333,16,11,0,0,2017,3,3.3,3.1,3.3,3.6,3,4.1,3.6,3.7,3.3,3.2,3.7,,0
11,0.1028446838,1,1,1,8,2,2,2,0,16.0861111111111,17,11,1,9,2017,3.2,3.3,3,3.3,5,4.2,4.2,3.9,3.6,3.5,3.2,3.3,,0
11,0.2361801518,2,1,1,2,1,6,2,0,16.2027777777778,19,11,1,21.36,2017,3.2,3.1,3.1,3.4,4.2,3.5,3.5,3.6,3.7,3,3.2,3.3,,0
11,0.6627505637,3,1,1,8,1,1,1,0,15.2555555555556,18,11,0,38.5,2017,3.4,3.8,3.6,3.6,4,4.4,4.2,3.8,4.2,4,3.3,3.7,,0
11,0.4113549748,1,1,1,2,1,1,2,0,15.6777777777778,17,11,1,55.31,2017,3.1,3.2,3.1,3,4.3,4.1,4,3.8,4.1,3.3,3.3,3.2,,0
11,4.6258648217,1,1,2,8,2,2,2,0,14.5111111111111,17,11,2,0,2017,3,3.2,3.3,3,4.9,3.4,3.8,3.9,3.9,3.1,3.2,3.5,,0
11,5.5812005760,1,1,1,2,1,3,2,0,14.9777777777778,16,11,0,0,2017,3,3.2,3.1,3.5,3.5,3.1,3.5,3.4,3.8,3.4,3,3,,0
11,0.9155938391,1,1,1,2,2,2,1,0,14.5500000000000,16,11,1,31.67,2017,3,3.1,2.9,3.3,4.2,3.8,3.9,3.6,3.4,3.4,3.2,3.2,,0
11,0.2851956215,1,1,2,8,4,4,2,0,15.8750000000000,17,11,0,0,2017,3.1,3.5,3.2,3.5,3.9,4.2,3.8,3.6,4,3.6,3.1,3.5,,0
11,0.4369563314,1,2,2,2,2,2,2,0,14.5527777777778,19,11,2,31,2017,3.1,3.2,3.2,3.1,4.1,3.2,3.7,4.2,3.7,3.1,3,3,,0
11,2.0805954628,1,2,1,8,1,1,2,4,14.8388888888889,18,11,0,16.30,2017,3,3.1,3,3,3.6,3.6,3.7,4.4,3.8,3.2,3,3.1,,0
11,0.1955496846,1,1,9,8,1,2,2,0,13.4083333333333,16,11,0,0,2017,3.2,3.6,3.8,3.3,4.7,3.6,3.9,4,4,3.3,3.2,3.7,,0
11,0.2925818555,1,2,1,2,1,3,2,0,16.5833333333333,17,11,1,19,2017,3,3.3,3.1,3.1,3.6,3.2,4,4.3,3.6,3.2,3.2,3.4,,0
11,0.1895085473,1,1,2,8,2,2,2,0,14.3277777777778,17,11,2,42.93,2017,3.4,3.6,3.2,3.4,4.4,4.1,3.6,3.3,4.1,3.7,3.2,3.4,,0
11,2.4457346697,1,2,1,8,2,2,1,0,15.0166666666667,17,11,0,0,2017,3.6,3.9,4.1,3.8,4.9,4.4,4.5,4.2,4.3,4.1,3.6,4.1,,0
11,0.4465793047,1,1,1,2,1,6,2,0,14.8361111111111,18,11,0,53.42,2017,3,3.3,3.2,3.3,4.7,4.3,3.8,3.4,3.9,3.7,3.4,3.3,,0
11,0.6250942156,3,2,2,8,4,4,2,0,14.5333333333333,16,11,0,11,2017,3,3.3,3.1,3.2,3.6,3.4,3.9,4.2,3.6,3.4,3.1,3.4,,0
11,0.1774311004,3,1,9,2,3,3,2,4,14.5916666666667,18,11,0,49.4,2017,3.6,3.7,3.6,3.6,4,4.3,4.1,4.4,4.3,4,3.8,3.6,,0
11,0.4256910194,1,1,1,8,3,3,1,0,15.9194444444444,17,11,1,35,2017,3.4,3.5,3.3,3.4,3.9,4.4,3.8,4,4.1,3.8,3.5,3.5,,0
11,1.0389086013,1,1,9,8,4,2,2,0,14.0777777777778,18,11,0,0,2017,3.4,3.6,3.1,3.3,3.9,4,3.8,3.7,4,3.8,3.6,3.4,,0
11,0.2877258503,1,1,2,7,1,1,2,0,15.3972222222222,18,11,1,32,2017,3.2,3.3,3.2,3.3,3.9,4.2,3.9,3.9,4.2,3.5,3.5,3.6,,0
11,0.9613510305,3,1,9,8,2,2,2,0,15.6222222222222,17,11,0,0,2017,3,3.5,3.1,3.1,4,4,3.9,3.9,3.5,3.5,3.5,3.1,,0
11,1.3026558167,3,1,2,8,5,6,3,0,14.5666666666667,19,11,0,0,2017,3.2,3.4,3.6,3.4,4.5,4,3.9,3.8,4.1,3.5,3.5,3.2,,0
11,1.6239320794,1,1,1,6,3,3,2,0,15.4722222222222,17,11,0,25,2017,3.4,3.5,3.2,3.6,4.4,4.1,3.8,4.1,3.8,3.5,3.6,3.5,,0
11,0.5711283147,1,2,1,8,4,4,1,0,16.2222222222222,16,11,0,23.9,2017,3.1,3.4,3.1,3.5,4,4.1,3.8,4.4,3.8,3.3,3.3,3.1,,0
11,0.7923733233,3,1,1,2,3,3,2,0,15.8333333333333,17,11,0,28,2017,3.6,3.5,3.7,3.7,4.8,4.2,4.1,3.8,4,3.9,3.6,3.6,,0
11,0.7906574230,1,1,1,8,2,2,1,0,16.4444444444444,17,11,1,40.91,2017,3.5,3.6,3.5,3.6,4.5,4.4,4.1,3.9,3.9,3.9,3.6,3.5,,0
11,0.2369791368,1,1,2,8,3,3,2,0,16.8777777777778,18,11,0,0,2017,3.2,3.3,3.4,3.2,3.9,3.5,4,3.9,3.7,3.5,3.5,3,,0
11,0.3016388442,1,2,9,8,3,3,2,4,15.9166666666667,18,11,0,0,2017,3.1,3.2,3,3.2,3.9,3.9,3.9,4.2,3.6,3.5,3.5,3.3,,0
11,0.1190677886,1,1,9,8,1,1,2,4,16.0138888888889,18,11,0,0,2017,3.3,3.4,3.2,3.3,4.5,3.6,3.7,3.6,3.5,3.7,3.5,3.2,,0
11,0.4052499096,3,1,9,8,2,2,2,0,15.6611111111111,16,11,0,45,2017,3.1,3.3,3.5,3.3,4.3,3.9,4,3.8,4.2,3.6,3.7,3.4,,0
11,0.6481960309,3,2,2,8,1,2,2,0,15.9638888888889,18,11,0,0,2017,3.2,3.3,2.9,3.1,3.8,3.6,3.2,4.3,3.9,3.9,3.2,3.1,,0
11,0.0024901295,1,1,2,6,2,2,2,4,15.9361111111111,16,11,0,51,2017,3.6,3.7,3.7,3.6,4,4,4.1,4.2,4.1,3.5,3.7,4,,0
11,0.8228947550,3,1,1,8,5,6,1,4,15.7111111111111,18,11,0,36.48,2017,3.2,3.7,3.4,3,3.9,3.6,4,3.8,3.8,3.5,3.6,3.1,,0
11,0.4494751661,1,1,1,2,2,2,1,4,14.7527777777778,17,11,0,48,2017,3.2,3.1,3,3.4,4.2,4.1,3.9,3.8,3.7,3.7,3.5,3,,0
11,0.1526047044,1,1,2,8,3,3,2,0,17.6500000000000,17,11,1,48,2017,3.2,3.1,3.1,3.7,3.7,4.1,3.7,3.9,3.4,3.7,3.6,3,,0
11,0.2520241796,3,1,1,2,2,2,2,0,15.4722222222222,17,11,1,24,2017,3.6,3.6,3.7,3.9,4.7,4.4,3.9,3.9,4.1,4,3.8,3.9,,0
11,1.0734876657,1,1,1,6,1,6,1,0,15.7833333333333,17,11,0,33.5,2017,3.4,3.3,3,3.2,4.5,3.5,3.9,3.8,3.5,3.9,3.6,3.4,,0
11,1.2197329773,1,2,2,8,3,3,1,0,15.8666666666667,16,11,1,28.5,2017,3.7,3.8,3.4,3.7,4.3,4.4,4.3,3.8,3.9,3.8,3.7,3.8,,0
